File,Line,Keyword,Code Snippet
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,747,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,748,pygame_draw,"pygame.draw.circle(surface, color, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,758,pygame_draw,"pygame.draw.circle(surface, color, (center[0] - 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,759,pygame_draw,"pygame.draw.circle(surface, color, (center[0], center[1] - 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,760,pygame_draw,"pygame.draw.circle(surface, color, (center[0] + 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,761,pygame_draw,"pygame.draw.rect(surface, color, (center[0] - 6 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR, 12 * SCALE_FACTOR, 6 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,765,pygame_draw,"pygame.draw.polygon(surface, bolt_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,771,pygame_draw,"pygame.draw.polygon(surface, bolt_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,795,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,798,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,813,pygame_draw,"pygame.draw.line(surface, color, center, tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,821,pygame_draw,"pygame.draw.line(surface, color, tip, branch_tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,833,pygame_draw,"pygame.draw.ellipse(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,838,pygame_draw,"pygame.draw.circle(surface, (255, 255, 224), center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,848,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] - 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,849,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0], center[1] - 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,850,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] + 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,851,pygame_draw,"pygame.draw.rect(surface, (105, 105, 105), (center[0] - 6 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR, 12 * SCALE_FACTOR, 6 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,854,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,874,pygame_draw,"pygame.draw.polygon(surface, flame_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,881,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,886,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,905,pygame_draw,"pygame.draw.line(surface, color, center, tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,913,pygame_draw,"pygame.draw.line(surface, color, tip, branch_tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,925,pygame_draw,"pygame.draw.ellipse(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,930,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), center, 3 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,931,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (center[0] - 2 * SCALE_FACTOR, center[1]),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,933,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (center[0], center[1] - 2 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,944,pygame_draw,"pygame.draw.line(surface, color, (center[0], center[1] - 6 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,946,pygame_draw,"pygame.draw.line(surface, color, (center[0] - 4 * SCALE_FACTOR, center[1] - 6 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,948,pygame_draw,"pygame.draw.line(surface, color, (center[0] - 4 * SCALE_FACTOR, center[1] + 6 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,953,pygame_draw,"pygame.draw.circle(surface, color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,968,pygame_draw,"pygame.draw.line(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,971,pygame_draw,"pygame.draw.line(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,974,pygame_draw,"pygame.draw.line(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,984,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,996,pygame_draw,"pygame.draw.arc(surface, wave_color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1002,pygame_draw,"pygame.draw.line(surface, (0, 0, 0),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1005,pygame_draw,"pygame.draw.polygon(surface, (0, 0, 0), ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1019,pygame_draw,"pygame.draw.rect(surface, color, (center[0] - 2 * SCALE_FACTOR, center[1], 4 * SCALE_FACTOR, 8 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1022,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1027,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1041,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] - 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1042,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0], center[1] - 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1043,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] + 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1044,pygame_draw,"pygame.draw.rect(surface, (105, 105, 105), (center[0] - 6 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR, 12 * SCALE_FACTOR, 6 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1049,pygame_draw,"pygame.draw.polygon(surface, bolt_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1062,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1070,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1078,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1104,pygame_draw,"pygame.draw.polygon(surface, flame_color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1112,pygame_draw,"pygame.draw.circle(surface, ember_color, (x, y), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1128,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1138,pygame_draw,"pygame.draw.line(surface, color, end_pos, branch_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1141,pygame_draw,"pygame.draw.circle(surface, color, center, 3 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1151,pygame_draw,"pygame.draw.rect(surface, color, (center[0] - 2 * SCALE_FACTOR, center[1], 4 * SCALE_FACTOR, 8 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1154,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1159,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1168,pygame_draw,"pygame.draw.circle(surface, aura_color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1183,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1186,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1187,pygame_draw,"pygame.draw.circle(surface, (255, 255, 224), center, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1201,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1207,pygame_draw,"pygame.draw.line(surface, color, center, explosion_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1208,pygame_draw,"pygame.draw.circle(surface, color, explosion_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1213,pygame_draw,"pygame.draw.circle(surface, flame_color, center, 8 * SCALE_FACTOR + i * 2 * SCALE_FACTOR, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1226,pygame_draw,"pygame.draw.arc(surface, wave_color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1238,pygame_draw,"pygame.draw.polygon(surface, trident_color, trident_points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1239,pygame_draw,"pygame.draw.line(surface, trident_color, trident_base, (center_x, center_y + 6 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1249,pygame_draw,"pygame.draw.rect(surface, color, (center[0] - 2 * SCALE_FACTOR, center[1], 4 * SCALE_FACTOR, 8 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1250,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1255,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1267,pygame_draw,"pygame.draw.line(surface, color, center, tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1268,pygame_draw,"pygame.draw.circle(surface, (0, 0, 0), tip, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1278,pygame_draw,"pygame.draw.line(surface, color, (center[0], center[1] - 8 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1280,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1285,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1293,pygame_draw,"pygame.draw.circle(surface, color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1307,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1316,pygame_draw,"pygame.draw.line(surface, color, start_pos, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1328,pygame_draw,"pygame.draw.line(surface, color, link_start, link_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1329,pygame_draw,"pygame.draw.circle(surface, color, link_start, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1330,pygame_draw,"pygame.draw.circle(surface, color, link_end, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1340,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1346,pygame_draw,"pygame.draw.circle(surface, ring_color, center, 6 * SCALE_FACTOR + i * 4 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1354,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1364,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1365,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), center, 6 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1366,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (center[0], center[1] - 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1367,pygame_draw,"pygame.draw.circle(surface, color, (center[0], center[1] + 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1375,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), star_pos, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1385,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1393,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1398,pygame_draw,"pygame.draw.circle(surface, color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1408,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] - 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1409,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0], center[1] - 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1410,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] + 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1411,pygame_draw,"pygame.draw.rect(surface, (105, 105, 105), (center[0] - 6 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR, 12 * SCALE_FACTOR, 6 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1423,pygame_draw,"pygame.draw.polygon(surface, color, bolt)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1437,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1443,pygame_draw,"pygame.draw.line(surface, color, center, explosion_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1444,pygame_draw,"pygame.draw.circle(surface, color, explosion_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1449,pygame_draw,"pygame.draw.circle(surface, flame_color, center, 8 * SCALE_FACTOR + i * 2 * SCALE_FACTOR, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1462,pygame_draw,"pygame.draw.arc(surface, wave_color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1474,pygame_draw,"pygame.draw.polygon(surface, trident_color, trident_points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1475,pygame_draw,"pygame.draw.line(surface, trident_color, trident_base, (center_x, center_y + 6 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1485,pygame_draw,"pygame.draw.rect(surface, color, (center[0] - 2 * SCALE_FACTOR, center[1], 4 * SCALE_FACTOR, 8 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1486,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1491,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1503,pygame_draw,"pygame.draw.line(surface, color, center, tip, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1504,pygame_draw,"pygame.draw.circle(surface, (0, 0, 0), tip, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1514,pygame_draw,"pygame.draw.line(surface, color, (center[0], center[1] - 8 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1516,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1521,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1529,pygame_draw,"pygame.draw.circle(surface, color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1543,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1552,pygame_draw,"pygame.draw.line(surface, color, start_pos, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1564,pygame_draw,"pygame.draw.line(surface, color, link_start, link_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1565,pygame_draw,"pygame.draw.circle(surface, color, link_start, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1566,pygame_draw,"pygame.draw.circle(surface, color, link_end, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1576,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1582,pygame_draw,"pygame.draw.circle(surface, ring_color, center, 6 * SCALE_FACTOR + i * 4 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1590,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1600,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1601,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), center, 6 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1602,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (center[0], center[1] - 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1603,pygame_draw,"pygame.draw.circle(surface, color, (center[0], center[1] + 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1611,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), star_pos, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1621,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1629,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1633,pygame_draw,"pygame.draw.circle(surface, color, center, radius, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1643,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] - 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1644,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0], center[1] - 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1645,pygame_draw,"pygame.draw.circle(surface, (105, 105, 105), (center[0] + 4 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1646,pygame_draw,"pygame.draw.rect(surface, (105, 105, 105), (center[0] - 6 * SCALE_FACTOR, center[1] - 2 * SCALE_FACTOR, 12 * SCALE_FACTOR, 6 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1658,pygame_draw,"pygame.draw.polygon(surface, color, bolt)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1666,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1675,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1692,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1701,pygame_draw,"pygame.draw.line(surface, color, start_pos, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1713,pygame_draw,"pygame.draw.line(surface, color, link_start, link_end, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1714,pygame_draw,"pygame.draw.circle(surface, color, link_start, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1715,pygame_draw,"pygame.draw.circle(surface, color, link_end, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1725,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1731,pygame_draw,"pygame.draw.circle(surface, ring_color, center, 6 * SCALE_FACTOR + i * 4 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1739,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1749,pygame_draw,"pygame.draw.circle(surface, color, center, 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1750,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), center, 6 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1751,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (center[0], center[1] - 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1752,pygame_draw,"pygame.draw.circle(surface, color, (center[0], center[1] + 3 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1760,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), star_pos, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,1770,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
